pair_id,split,clean_epoch_id,artifact_epoch_id,artifact_type,target_snr_db,method,snr_db,snr_gain_db,rmse,rrmse
177,test,526,emg:526,muscle,-5.0,noisy_input,-5.0,0.0,361.88345483761,1.7782794100389228
177,test,526,emg:526,muscle,-5.0,wavelet_only,-0.8567235512125227,4.143276448787478,224.59749356020842,1.1036622233080313
177,test,526,emg:526,muscle,-5.0,hybrid_wavelet_dae,2.3288730139874128,7.328873013987413,155.6413815271529,0.764814916017497
178,test,141,emg:141,muscle,-5.0,noisy_input,-5.000000000000001,0.0,409.7555435574147,1.778279410038923
178,test,141,emg:141,muscle,-5.0,wavelet_only,1.8579921460572915,6.857992146057292,186.04809628881935,0.8074216544699133
178,test,141,emg:141,muscle,-5.0,hybrid_wavelet_dae,1.4978569906571706,6.497856990657171,193.9241909702417,0.8416027588471576
179,test,548,emg:548,muscle,-5.0,noisy_input,-4.999999999999999,0.0,433.2831928765598,1.7782794100389225
179,test,548,emg:548,muscle,-5.0,wavelet_only,-1.1574631068288812,3.842536893171118,278.3844663830106,1.142544582348054
179,test,548,emg:548,muscle,-5.0,hybrid_wavelet_dae,1.5396420931361907,6.53964209313619,204.07496860190787,0.8375637936930118
180,test,403,eog:403;emg:403,mixed,-5.0,noisy_input,-5.000000000000001,0.0,268.9529320876827,1.7782794100389228
180,test,403,eog:403;emg:403,mixed,-5.0,wavelet_only,-3.3584136613942634,1.6415863386057374,222.63680776959504,1.472043632691804
180,test,403,eog:403;emg:403,mixed,-5.0,hybrid_wavelet_dae,3.2639334318764917,8.263933431876492,103.86748397853123,0.6867573693948539
181,test,13,eog:13;emg:13,mixed,-5.0,noisy_input,-5.0,0.0,277.5919781182809,1.7782794100389228
181,test,13,eog:13;emg:13,mixed,-5.0,wavelet_only,2.001290727148177,7.001290727148177,123.9773574775855,0.7942102059573403
181,test,13,eog:13;emg:13,mixed,-5.0,hybrid_wavelet_dae,1.839227872649243,6.839227872649243,126.31226359693672,0.8091678265073367
182,test,189,eog:189;emg:189,mixed,-5.0,noisy_input,-5.0,0.0,262.02478500788385,1.7782794100389228
182,test,189,eog:189;emg:189,mixed,-5.0,wavelet_only,2.6191343991305565,7.619134399130557,108.98974923659479,0.7396789848216473
182,test,189,eog:189;emg:189,mixed,-5.0,hybrid_wavelet_dae,2.2095510260628495,7.209551026062849,114.25226591868996,0.7753940224677028
183,test,87,eog:87;emg:87,mixed,-5.0,noisy_input,-4.999999999999999,0.0,396.3683984518993,1.7782794100389225
183,test,87,eog:87;emg:87,mixed,-5.0,wavelet_only,2.32566499211509,7.3256649921150885,170.5358822328043,0.7650974427625066
183,test,87,eog:87;emg:87,mixed,-5.0,hybrid_wavelet_dae,2.0866819795070497,7.086681979507048,175.2931409516323,0.7864405550311971
184,test,483,eog:483;emg:483,mixed,-5.0,noisy_input,-5.0,0.0,666.7909732296986,1.7782794100389228
184,test,483,eog:483;emg:483,mixed,-5.0,wavelet_only,-1.373200293588094,3.626799706411906,439.18725292269744,1.171278077207786
184,test,483,eog:483;emg:483,mixed,-5.0,hybrid_wavelet_dae,1.997923537013494,6.997923537013494,297.915798861993,0.7945181508314745
185,test,5,eog:5;emg:5,mixed,-5.0,noisy_input,-4.999999999999999,0.0,344.8956369225589,1.7782794100389228
185,test,5,eog:5;emg:5,mixed,-5.0,wavelet_only,1.2732434138441164,6.273243413844115,167.50413392716163,0.8636501033092387
185,test,5,eog:5;emg:5,mixed,-5.0,hybrid_wavelet_dae,1.6445527139374483,6.644552713937447,160.49446695231487,0.8275083110736974
186,test,571,eog:571;emg:571,mixed,-5.0,noisy_input,-5.0,0.0,217.94395780089067,1.7782794100389228
186,test,571,eog:571;emg:571,mixed,-5.0,wavelet_only,0.9249110579476517,5.924911057947652,110.17911519426173,0.8989891435543232
186,test,571,eog:571;emg:571,mixed,-5.0,hybrid_wavelet_dae,1.1891730715501216,6.189173071550122,106.87747370922885,0.8720499196758243
187,test,442,eog:442;emg:442,mixed,-5.0,noisy_input,-5.0,0.0,514.7045687256553,1.778279410038923
187,test,442,eog:442;emg:442,mixed,-5.0,wavelet_only,-3.750955265292406,1.249044734707594,445.76481565133747,1.5400958949231451
187,test,442,eog:442;emg:442,mixed,-5.0,hybrid_wavelet_dae,3.7257860051562104,8.72578600515621,188.48149722177618,0.6511944638700978
188,test,568,eog:568;emg:568,mixed,-5.0,noisy_input,-4.999999999999999,0.0,268.53658170223326,1.7782794100389228
188,test,568,eog:568;emg:568,mixed,-5.0,wavelet_only,2.1881283897453034,7.1881283897453025,117.38079236481164,0.7773087929891623
188,test,568,eog:568;emg:568,mixed,-5.0,hybrid_wavelet_dae,1.741127798585501,6.7411277985855005,123.5796800254887,0.818358523429053
189,test,385,eog:385;emg:385,mixed,-5.0,noisy_input,-4.999999999999999,0.0,440.25728936224425,1.7782794100389228
189,test,385,eog:385;emg:385,mixed,-5.0,wavelet_only,-1.028800792096881,3.971199207903118,278.70617751103214,1.1257450334018815
189,test,385,eog:385;emg:385,mixed,-5.0,hybrid_wavelet_dae,0.19908916951936362,5.199089169519363,241.96474739401498,0.9773397025847088
190,test,332,eog:332;emg:332,mixed,-5.0,noisy_input,-5.000000000000001,0.0,579.6004711863984,1.778279410038923
190,test,332,eog:332;emg:332,mixed,-5.0,wavelet_only,0.08081087504063748,5.080810875040639,322.91497534281206,0.9907394496590685
190,test,332,eog:332;emg:332,mixed,-5.0,hybrid_wavelet_dae,1.6182926119470062,6.618292611947007,270.52916949122493,0.8300139075740365
191,test,359,eog:359;emg:359,mixed,-5.0,noisy_input,-5.000000000000001,0.0,470.1535283497157,1.7782794100389232
191,test,359,eog:359;emg:359,mixed,-5.0,wavelet_only,-0.027263208032178077,4.972736791967823,265.2179171689464,1.0031437239882435
191,test,359,eog:359;emg:359,mixed,-5.0,hybrid_wavelet_dae,1.2334090437700718,6.233409043770073,229.3872355287744,0.8676199863869747
192,test,504,eog:504;emg:504,mixed,-5.0,noisy_input,-5.000000000000001,0.0,348.3786847515904,1.778279410038923
192,test,504,eog:504;emg:504,mixed,-5.0,wavelet_only,1.49834093663552,6.498340936635521,164.86730104209738,0.8415558691281615
192,test,504,eog:504;emg:504,mixed,-5.0,hybrid_wavelet_dae,3.451960352108425,8.451960352108426,131.65991113063737,0.6720506142851727
193,test,577,eog:577;emg:577,mixed,-5.0,noisy_input,-5.0,0.0,302.5129935963545,1.7782794100389228
193,test,577,eog:577;emg:577,mixed,-5.0,wavelet_only,-1.1824705428228202,3.81752945717718,194.9250078714963,1.1458388080416457
193,test,577,eog:577;emg:577,mixed,-5.0,hybrid_wavelet_dae,1.041384300382294,6.041384300382294,150.89498918563345,0.8870146341710444
194,test,375,eog:375;emg:375,mixed,-5.0,noisy_input,-5.0,0.0,507.73514318021904,1.7782794100389225
194,test,375,eog:375;emg:375,mixed,-5.0,wavelet_only,-1.9217310313493288,3.0782689686506712,356.2244921199091,1.2476321330067155
194,test,375,eog:375;emg:375,mixed,-5.0,hybrid_wavelet_dae,1.0498572809747935,6.049857280974793,253.01388798159198,0.8861497839866057
195,test,114,eog:114;emg:114,mixed,-5.0,noisy_input,-5.0,0.0,296.0219938383943,1.7782794100389228
195,test,114,eog:114;emg:114,mixed,-5.0,wavelet_only,-1.2254172069930245,3.7745827930069753,191.6879618955152,1.1515183428472286
195,test,114,eog:114;emg:114,mixed,-5.0,hybrid_wavelet_dae,1.6647543405541556,6.664754340554156,137.43149234035988,0.8255859301224872
196,test,170,eog:170;emg:170,mixed,-5.0,noisy_input,-5.0,0.0,127.46861190220216,1.7782794100389225
196,test,170,eog:170;emg:170,mixed,-5.0,wavelet_only,1.0108353743181104,6.010835374318111,63.805995332487626,0.8901398237854516
196,test,170,eog:170;emg:170,mixed,-5.0,hybrid_wavelet_dae,1.4934087119564943,6.493408711956494,60.35771928548024,0.8420338767368692
197,test,123,eog:123;emg:123,mixed,-5.0,noisy_input,-5.0,0.0,420.3061816562176,1.7782794100389228
197,test,123,eog:123;emg:123,mixed,-5.0,wavelet_only,0.07508517917652448,5.075085179176525,234.3211653101553,0.991392755551236
197,test,123,eog:123;emg:123,mixed,-5.0,hybrid_wavelet_dae,1.3357065340633125,6.335706534063313,202.66579223940053,0.8574615867851602
198,test,301,eog:301;emg:301,mixed,-5.0,noisy_input,-4.999999999999999,0.0,225.56566016398705,1.7782794100389228
198,test,301,eog:301;emg:301,mixed,-5.0,wavelet_only,-0.26526006893385473,4.734739931066144,130.77839025141773,1.031010298699983
198,test,301,eog:301;emg:301,mixed,-5.0,hybrid_wavelet_dae,0.9928732668751296,5.992873266875129,113.14342481234037,0.8919825055764175
199,test,549,eog:549;emg:549,mixed,-5.0,noisy_input,-5.0,0.0,409.25217773171494,1.7782794100389225
199,test,549,eog:549;emg:549,mixed,-5.0,wavelet_only,-2.057699567345677,2.942300432654323,291.65939960669164,1.2673161763964906
199,test,549,eog:549;emg:549,mixed,-5.0,hybrid_wavelet_dae,1.1901328804650093,6.1901328804650095,200.6708799404645,0.8719535616654746
200,test,508,eog:508;emg:508,mixed,-5.0,noisy_input,-5.000000000000001,0.0,300.9377291950497,1.778279410038923
200,test,508,eog:508;emg:508,mixed,-5.0,wavelet_only,-0.5719100818952765,4.428089918104725,180.74743531370007,1.0680596397647775
200,test,508,eog:508;emg:508,mixed,-5.0,hybrid_wavelet_dae,2.0334502471623592,7.03345024716236,133.90726110204818,0.791275078433719
201,test,221,eog:221;emg:221,mixed,-5.0,noisy_input,-5.0,0.0,313.7028797121047,1.7782794100389225
201,test,221,eog:221;emg:221,mixed,-5.0,wavelet_only,-1.6837747435523251,3.316225256447675,214.14465678773269,1.213916283729871
201,test,221,eog:221;emg:221,mixed,-5.0,hybrid_wavelet_dae,1.9595260635942882,6.959526063594288,140.78040240414498,0.7980382301942416
202,test,111,eog:111;emg:111,mixed,-5.0,noisy_input,-5.000000000000001,0.0,421.98393857946047,1.7782794100389228
202,test,111,eog:111;emg:111,mixed,-5.0,wavelet_only,-0.9617548094194627,4.038245190580538,265.08408941252554,1.1170889103459243
202,test,111,eog:111;emg:111,mixed,-5.0,hybrid_wavelet_dae,1.5533751787815284,6.553375178781529,198.43906056099667,0.8362405847269923
203,test,475,eog:475;emg:475,mixed,-5.0,noisy_input,-4.999999999999999,0.0,337.52892889331423,1.7782794100389228
203,test,475,eog:475;emg:475,mixed,-5.0,wavelet_only,-3.909859783709051,1.0901402162909481,297.7172442633625,1.568530576691416
203,test,475,eog:475;emg:475,mixed,-5.0,hybrid_wavelet_dae,3.056448150906327,8.056448150906327,133.50225260463063,0.7033598802302018
204,test,484,eog:484;emg:484,mixed,-5.0,noisy_input,-5.0,0.0,595.7362348620655,1.778279410038923
204,test,484,eog:484;emg:484,mixed,-5.0,wavelet_only,-2.3263538571083813,2.6736461428916187,437.8967370946521,1.3071267210713564
204,test,484,eog:484;emg:484,mixed,-5.0,hybrid_wavelet_dae,2.95172230499863,7.95172230499863,238.48875204874165,0.7118916266564675
205,test,329,eog:329;emg:329,mixed,-5.0,noisy_input,-4.999999999999999,0.0,418.71327174645705,1.7782794100389228
205,test,329,eog:329;emg:329,mixed,-5.0,wavelet_only,-1.6638318997337906,3.3361681002662085,285.1729457055632,1.2111323233991607
205,test,329,eog:329;emg:329,mixed,-5.0,hybrid_wavelet_dae,0.9611369290192704,5.961136929019269,210.79479369646364,0.895247575531371
206,test,279,eog:279;emg:279,mixed,-5.0,noisy_input,-5.000000000000001,0.0,325.0314626616424,1.7782794100389228
206,test,279,eog:279;emg:279,mixed,-5.0,wavelet_only,-1.4742748570566342,3.525725142943367,216.59037092750143,1.184987428229427
206,test,279,eog:279;emg:279,mixed,-5.0,hybrid_wavelet_dae,0.2894731267868533,5.289473126786854,176.78757794749586,0.9672223951499429
207,test,277,eog:277;emg:277,mixed,-5.0,noisy_input,-4.999999999999998,0.0,431.0146697901695,1.7782794100389223
207,test,277,eog:277;emg:277,mixed,-5.0,wavelet_only,-1.2207084556006873,3.779291544399311,278.950712232364,1.1508942566154379
207,test,277,eog:277;emg:277,mixed,-5.0,hybrid_wavelet_dae,0.577496264390453,5.577496264390451,226.7865209000566,0.9356753467051727
208,test,349,eog:349;emg:349,mixed,-5.0,noisy_input,-5.0,0.0,347.97479766492546,1.7782794100389228
208,test,349,eog:349;emg:349,mixed,-5.0,wavelet_only,0.4910189006523314,5.491018900652332,184.9255188772425,0.9450375280534611
208,test,349,eog:349;emg:349,mixed,-5.0,hybrid_wavelet_dae,0.8962229116564577,5.896222911656458,176.4967226386472,0.9019632741043558
209,test,187,eog:187;emg:187,mixed,-5.0,noisy_input,-4.999999999999999,0.0,417.2135699570511,1.7782794100389228
209,test,187,eog:187;emg:187,mixed,-5.0,wavelet_only,-0.5887018952986853,4.411298104701314,251.06924712157627,1.0701264407488804
209,test,187,eog:187;emg:187,mixed,-5.0,hybrid_wavelet_dae,1.4932158881251039,6.493215888125103,197.5593693320132,0.8420525698134874
210,test,65,eog:65;emg:65,mixed,-5.0,noisy_input,-5.000000000000001,0.0,425.34730866133464,1.7782794100389232
210,test,65,eog:65;emg:65,mixed,-5.0,wavelet_only,-0.45508571133701153,4.544914288662989,252.0565425522765,1.0537905157951648
210,test,65,eog:65;emg:65,mixed,-5.0,hybrid_wavelet_dae,2.707391508286741,7.707391508286742,175.1354706429691,0.732201180235607
211,test,585,eog:585;emg:585,mixed,-5.0,noisy_input,-5.000000000000001,0.0,198.86350102079058,1.778279410038923
211,test,585,eog:585;emg:585,mixed,-5.0,wavelet_only,2.5615757290690033,7.561575729069004,83.26764740086793,0.7445968824609192
211,test,585,eog:585;emg:585,mixed,-5.0,hybrid_wavelet_dae,2.3336632009872877,7.333663200987289,85.48145797807122,0.7643932440202755
212,test,69,eog:69;emg:69,mixed,-5.0,noisy_input,-5.0,0.0,145.44796607372106,1.7782794100389228
212,test,69,eog:69;emg:69,mixed,-5.0,wavelet_only,1.4364810167773134,6.436481016777313,69.32399809689134,0.8475707276291201
212,test,69,eog:69;emg:69,mixed,-5.0,hybrid_wavelet_dae,1.3805587404456379,6.380558740445638,69.77176598309798,0.853045238095044
213,test,410,eog:410;emg:410,mixed,-5.0,noisy_input,-4.999999999999998,0.0,341.87476534885906,1.7782794100389225
213,test,410,eog:410;emg:410,mixed,-5.0,wavelet_only,-3.4447091245913026,1.5552908754086956,285.82650691149524,1.4867414726132142
213,test,410,eog:410;emg:410,mixed,-5.0,hybrid_wavelet_dae,4.406726654203687,9.406726654203684,115.75258883006501,0.6020931236769124
214,test,177,eog:177;emg:177,mixed,-5.0,noisy_input,-5.0,0.0,426.02154220034913,1.7782794100389228
214,test,177,eog:177;emg:177,mixed,-5.0,wavelet_only,-2.0307922410872243,2.9692077589127757,302.67125132030384,1.2633963330908091
214,test,177,eog:177;emg:177,mixed,-5.0,hybrid_wavelet_dae,3.036022279100352,8.036022279100353,168.9003098272799,0.7050158585027545
215,test,591,eog:591;emg:591,mixed,-5.0,noisy_input,-4.999999999999999,0.0,273.2467719900761,1.7782794100389228
215,test,591,eog:591;emg:591,mixed,-5.0,wavelet_only,2.0770235883759978,7.077023588375997,120.97729250345743,0.7873155345050799
215,test,591,eog:591;emg:591,mixed,-5.0,hybrid_wavelet_dae,1.6389737376461122,6.638973737646111,127.23492941624528,0.8280399931929735
216,test,117,eog:117;emg:117,mixed,-5.0,noisy_input,-4.999999999999999,0.0,506.3664585740702,1.7782794100389228
216,test,117,eog:117;emg:117,mixed,-5.0,wavelet_only,0.9224585416804276,5.9224585416804265,256.06015465454084,0.8992430147048239
216,test,117,eog:117;emg:117,mixed,-5.0,hybrid_wavelet_dae,1.462708837160428,6.462708837160427,240.6187623855992,0.8450152721890222
217,test,372,eog:372;emg:372,mixed,-5.0,noisy_input,-5.0,0.0,273.5273343840539,1.778279410038923
217,test,372,eog:372;emg:372,mixed,-5.0,wavelet_only,0.7263977924002246,5.726397792400225,141.4753716660732,0.9197718430149288
217,test,372,eog:372;emg:372,mixed,-5.0,hybrid_wavelet_dae,1.6915500500480336,6.691550050048034,126.59694648889413,0.8230429467751361
218,test,10,eog:10;emg:10,mixed,-5.0,noisy_input,-4.999999999999999,0.0,483.7134326599957,1.7782794100389228
218,test,10,eog:10;emg:10,mixed,-5.0,wavelet_only,0.8335561576236761,5.833556157623676,247.1213910650242,0.9084942692091851
218,test,10,eog:10;emg:10,mixed,-5.0,hybrid_wavelet_dae,1.3584715568556809,6.3584715568556796,232.6293836434937,0.8552171909479465
219,test,63,eog:63;emg:63,mixed,-5.0,noisy_input,-4.999999999999999,0.0,429.3421741565057,1.7782794100389228
219,test,63,eog:63;emg:63,mixed,-5.0,wavelet_only,1.756405505690957,6.756405505690957,197.2346782262077,0.8169203687580543
219,test,63,eog:63;emg:63,mixed,-5.0,hybrid_wavelet_dae,2.6314254494846163,7.631425449484615,178.33323125924773,0.7386330352872102
220,test,500,eog:500;emg:500,mixed,-5.0,noisy_input,-5.000000000000001,0.0,323.0026923817849,1.778279410038923
220,test,500,eog:500;emg:500,mixed,-5.0,wavelet_only,-1.185060914816056,3.814939085183945,208.18967543960255,1.1461805797560871
220,test,500,eog:500;emg:500,mixed,-5.0,hybrid_wavelet_dae,1.1746476528549186,6.17464765285492,158.66230516625404,0.8735094693668035
221,test,1,eog:1;emg:1,mixed,-5.0,noisy_input,-4.999999999999999,0.0,327.25216404647125,1.7782794100389225
221,test,1,eog:1;emg:1,mixed,-5.0,wavelet_only,2.6670419334781488,7.667041933478147,135.37249411025195,0.7356104723197235
221,test,1,eog:1;emg:1,mixed,-5.0,hybrid_wavelet_dae,2.5459900999363856,7.545990099936384,137.27233532962595,0.7459341581312442
222,test,42,eog:42;emg:42,mixed,-5.0,noisy_input,-5.0,0.0,438.1867977706709,1.778279410038923
222,test,42,eog:42;emg:42,mixed,-5.0,wavelet_only,-1.373588705668642,3.626411294331358,288.6281752804756,1.1713304551156176
222,test,42,eog:42;emg:42,mixed,-5.0,hybrid_wavelet_dae,0.7602591745530084,5.760259174553008,225.75965344257554,0.9161931518177886
223,test,529,eog:529;emg:529,mixed,-5.0,noisy_input,-5.000000000000001,0.0,296.302880892553,1.7782794100389228
223,test,529,eog:529;emg:529,mixed,-5.0,wavelet_only,-2.633223222606098,2.366776777393903,225.63009964118058,1.3541324987064147
223,test,529,eog:529;emg:529,mixed,-5.0,hybrid_wavelet_dae,2.003250711078646,7.003250711078647,132.30411086442004,0.7940310114602678
224,test,167,eog:167;emg:167,mixed,-5.0,noisy_input,-5.0,0.0,347.4673875863325,1.7782794100389228
224,test,167,eog:167;emg:167,mixed,-5.0,wavelet_only,0.555257965212148,5.555257965212148,183.29522476011428,0.9380740057752369
224,test,167,eog:167;emg:167,mixed,-5.0,hybrid_wavelet_dae,1.5855769255478227,6.585576925547823,162.79280366374118,0.8331460770136658
225,test,76,eog:76;emg:76,mixed,-5.0,noisy_input,-4.999999999999999,0.0,243.85652307212985,1.7782794100389223
225,test,76,eog:76;emg:76,mixed,-5.0,wavelet_only,2.079890711868812,7.079890711868812,107.9294196240965,0.7870556925730111
225,test,76,eog:76;emg:76,mixed,-5.0,hybrid_wavelet_dae,1.9765696691943015,6.9765696691943,109.22093595336133,0.7964738408641739
226,test,313,eog:313;emg:313,mixed,-5.0,noisy_input,-5.0,0.0,432.03635736498154,1.7782794100389228
226,test,313,eog:313;emg:313,mixed,-5.0,wavelet_only,0.02381531587905984,5.02381531587906,242.2866749888652,0.9972619158426734
226,test,313,eog:313;emg:313,mixed,-5.0,hybrid_wavelet_dae,0.9716940665121865,5.971694066512186,217.2378982630568,0.8941601209617001
227,test,296,eog:296;emg:296,mixed,-5.0,noisy_input,-5.000000000000001,0.0,500.89811544368433,1.778279410038923
227,test,296,eog:296;emg:296,mixed,-5.0,wavelet_only,-1.3728084506259592,3.6271915493740416,329.90570079726666,1.1712252390140987
227,test,296,eog:296;emg:296,mixed,-5.0,hybrid_wavelet_dae,0.9402208224567278,5.9402208224567286,252.77746641215694,0.8974059793464768
228,test,502,eog:502;emg:502,mixed,-5.0,noisy_input,-5.000000000000001,0.0,314.1003681897365,1.778279410038923
228,test,502,eog:502;emg:502,mixed,-5.0,wavelet_only,-0.09465105432939827,4.905348945670602,178.56691605640708,1.0109566950441844
228,test,502,eog:502;emg:502,mixed,-5.0,hybrid_wavelet_dae,2.951665241482159,7.95166524148216,125.74339544313445,0.7118963035720971
229,test,490,eog:490;emg:490,mixed,-5.0,noisy_input,-4.999999999999998,0.0,396.19279036048084,1.7782794100389225
229,test,490,eog:490;emg:490,mixed,-5.0,wavelet_only,-2.09560265822097,2.904397341779028,283.58725000079744,1.272858517105113
229,test,490,eog:490;emg:490,mixed,-5.0,hybrid_wavelet_dae,2.0698790538699656,7.069879053869964,175.55476248661446,0.7879634033223427
230,test,543,eog:543;emg:543,mixed,-5.0,noisy_input,-5.000000000000001,0.0,463.3545114251622,1.7782794100389228
230,test,543,eog:543;emg:543,mixed,-5.0,wavelet_only,-2.4352180457367854,2.5647819542632155,344.88499367496496,1.3236126291232855
230,test,543,eog:543;emg:543,mixed,-5.0,hybrid_wavelet_dae,1.2902370158519445,6.290237015851945,224.5957557771718,0.8619620576310768
231,test,562,eog:562;emg:562,mixed,-5.0,noisy_input,-4.999999999999998,0.0,362.4390906891079,1.7782794100389225
231,test,562,eog:562;emg:562,mixed,-5.0,wavelet_only,-1.2539499102016105,3.7460500897983877,235.46834299539708,1.1553072414693626
231,test,562,eog:562;emg:562,mixed,-5.0,hybrid_wavelet_dae,0.5389250293225252,5.538925029322524,191.55292176478844,0.939839618456908
232,test,290,eog:290;emg:290,mixed,-5.0,noisy_input,-5.000000000000001,0.0,538.5600413192446,1.778279410038923
232,test,290,eog:290;emg:290,mixed,-5.0,wavelet_only,-1.5151321728665967,3.484867827133404,360.570951762097,1.1905745881295162
232,test,290,eog:290;emg:290,mixed,-5.0,hybrid_wavelet_dae,0.27027740832658237,5.270277408326583,293.57580282749814,0.9693623094928479
233,test,212,eog:212;emg:212,mixed,-5.0,noisy_input,-5.000000000000001,0.0,219.04068307366654,1.7782794100389228
233,test,212,eog:212;emg:212,mixed,-5.0,wavelet_only,-1.4171866021555202,3.5828133978444807,145.00537982602123,1.1772246035352478
233,test,212,eog:212;emg:212,mixed,-5.0,hybrid_wavelet_dae,1.0862143144496743,6.086214314449675,108.69612689619376,0.8824483273980315
234,test,555,eog:555;emg:555,mixed,-5.0,noisy_input,-5.0,0.0,351.5375543880286,1.7782794100389228
234,test,555,eog:555;emg:555,mixed,-5.0,wavelet_only,-1.8207380985850183,3.1792619014149817,243.78592724978608,1.2332096229099345
234,test,555,eog:555;emg:555,mixed,-5.0,hybrid_wavelet_dae,2.055403111804785,7.055403111804785,156.02765144468543,0.7892777215334199
235,test,579,eog:579;emg:579,mixed,-5.0,noisy_input,-5.0,0.0,217.3748211799812,1.7782794100389228
235,test,579,eog:579;emg:579,mixed,-5.0,wavelet_only,1.449973235160558,6.449973235160558,103.44525535119993,0.8462551764675058
235,test,579,eog:579;emg:579,mixed,-5.0,hybrid_wavelet_dae,1.20745678123184,6.20745678123184,106.37422247108904,0.8702161940945993
236,test,317,eog:317;emg:317,mixed,-5.0,noisy_input,-5.0,0.0,414.56384762106205,1.7782794100389228
236,test,317,eog:317;emg:317,mixed,-5.0,wavelet_only,-2.7232408320841235,2.2767591679158765,318.9726658006129,1.3682392403809753
236,test,317,eog:317;emg:317,mixed,-5.0,hybrid_wavelet_dae,0.725392104466232,5.725392104466232,214.44791158020848,0.919878344137497
237,test,57,eog:57;emg:57,mixed,-5.0,noisy_input,-4.999999999999999,0.0,475.848736110391,1.7782794100389228
237,test,57,eog:57;emg:57,mixed,-5.0,wavelet_only,-1.1819675109026226,3.8180324890973765,306.5965726333288,1.145772450209616
237,test,57,eog:57;emg:57,mixed,-5.0,hybrid_wavelet_dae,0.8839574761098636,5.883957476109863,241.69688115306352,0.9032378455774822
238,test,535,eog:535;emg:535,mixed,-5.0,noisy_input,-5.000000000000001,0.0,269.1879707640702,1.7782794100389232
238,test,535,eog:535;emg:535,mixed,-5.0,wavelet_only,-3.0057349777892033,1.9942650222107976,213.96483221321225,1.4134704998785703
238,test,535,eog:535;emg:535,mixed,-5.0,hybrid_wavelet_dae,0.869875497328808,5.869875497328809,136.9499486496512,0.9047034055730857
239,test,272,eog:272;emg:272,mixed,-5.0,noisy_input,-4.999999999999999,0.0,512.2279362697147,1.7782794100389225
239,test,272,eog:272;emg:272,mixed,-5.0,wavelet_only,0.41409826112836606,5.414098261128365,274.63655808096814,0.9534437735590167
239,test,272,eog:272;emg:272,mixed,-5.0,hybrid_wavelet_dae,1.0253816375659799,6.025381637565979,255.97301201004598,0.8886503537820095
240,test,15,eog:15;emg:15,mixed,-5.0,noisy_input,-5.000000000000001,0.0,499.24196527439165,1.778279410038923
240,test,15,eog:15;emg:15,mixed,-5.0,wavelet_only,-1.7091993976469788,3.290800602353022,341.7992095349674,1.2174747696731527
240,test,15,eog:15;emg:15,mixed,-5.0,hybrid_wavelet_dae,3.3876085470374258,8.387608547037427,190.0774761509854,0.6770481763601051
241,test,432,eog:432;emg:432,mixed,-5.0,noisy_input,-5.000000000000001,0.0,320.0904867848621,1.7782794100389232
241,test,432,eog:432;emg:432,mixed,-5.0,wavelet_only,-4.145021456560475,0.8549785434395263,290.0840430384815,1.6115770452837226
241,test,432,eog:432;emg:432,mixed,-5.0,hybrid_wavelet_dae,3.0722438091624205,8.072243809162421,126.3748276984263,0.7020819528272095
242,test,503,eog:503;emg:503,mixed,-5.0,noisy_input,-5.000000000000001,0.0,332.7571808980139,1.778279410038923
242,test,503,eog:503;emg:503,mixed,-5.0,wavelet_only,0.5302529498008801,5.530252949800881,176.0413899160035,0.9407784323614914
242,test,503,eog:503;emg:503,mixed,-5.0,hybrid_wavelet_dae,1.9194420653188762,6.9194420653188775,150.02213200769165,0.801729560514532
243,test,137,eog:137;emg:137,mixed,-5.0,noisy_input,-5.0,0.0,443.2352974114859,1.7782794100389225
243,test,137,eog:137;emg:137,mixed,-5.0,wavelet_only,1.48510654148962,6.48510654148962,210.07724407007626,0.8428390965909955
243,test,137,eog:137;emg:137,mixed,-5.0,hybrid_wavelet_dae,1.3095982158580513,6.309598215858051,214.36527119398434,0.86004284906438
244,test,287,eog:287;emg:287,mixed,-5.0,noisy_input,-5.000000000000001,0.0,130.9531620586358,1.7782794100389232
244,test,287,eog:287;emg:287,mixed,-5.0,wavelet_only,-0.5889149076446293,4.411085092355371,78.8064446841555,1.070152684800813
244,test,287,eog:287;emg:287,mixed,-5.0,hybrid_wavelet_dae,0.93651376116538,5.936513761165381,66.11352321772819,0.8977890660675589
245,test,451,eog:451;emg:451,mixed,-5.0,noisy_input,-4.999999999999998,0.0,406.62322991635324,1.7782794100389228
245,test,451,eog:451;emg:451,mixed,-5.0,wavelet_only,-4.232000538309986,0.7679994616900121,372.21357879948886,1.6277961872768336
245,test,451,eog:451;emg:451,mixed,-5.0,hybrid_wavelet_dae,3.8156950551129754,8.815695055112974,147.3694399263789,0.644488611100642
246,test,528,eog:528;emg:528,mixed,-5.0,noisy_input,-4.999999999999998,0.0,387.4047366204474,1.7782794100389223
246,test,528,eog:528;emg:528,mixed,-5.0,wavelet_only,-0.09818564168984364,4.901814358310155,220.33029119063602,1.0113681718250533
246,test,528,eog:528;emg:528,mixed,-5.0,hybrid_wavelet_dae,1.6475495259019988,6.647549525901997,180.21355339703572,0.827222852801289
247,test,300,eog:300;emg:300,mixed,-5.0,noisy_input,-5.000000000000001,0.0,364.71841981230745,1.778279410038923
247,test,300,eog:300;emg:300,mixed,-5.0,wavelet_only,0.09624691408736866,5.096246914087369,202.83614681377293,0.988980330843144
